#x position, y position, x correction 
-7.8839488, -4.064164, -10.110128999
-7.3444488, 4.1830984, -9.14114447233
-7.3444488, -4.1830984, -9.14119305051
-6.7408848, 4.2929016, -8.15303549457
-6.7408848, -4.2929016, -8.15304355955
-6.0735064, 4.3916704, -7.14669128453
-6.0735064, -4.3916704, -7.14670015812
-5.3438216, 4.4800288, -6.13352472815
-5.3438216, -4.4800288, -6.13353997871
-4.5559176, 4.555876, -5.11454173768
-4.5559176, -4.555876, -5.11454168912
-3.7150152, 4.6185256, -4.09228010387
-3.7150152, -4.6185256, -4.09229001086
-2.8286128, 4.6670416, -3.06961734817
-2.8286128, -4.6670416, -3.06960155332
-1.9064968, 4.702048, -2.0461179639
-1.9064968, -4.702048, -2.04608118405
-0.959608, 4.723108, -1.02299469593
-0.959608, -4.723108, -1.02297784138
-5.9478432e-05, 4.7301384, -8.67499481254e-05
-5.9478432e-05, -4.7301384, -6.43666269053e-05
0.95949048, 4.723108, 1.02289900231
0.95949048, -4.723108, 1.02285042488
1.906372, 4.702048, 2.04603839858
1.906372, -4.702048, 2.04598220984
2.8285088, 4.667052, 3.06946603294
2.8285088, -4.667052, 3.0695055538
3.7149112, 4.6184944, 4.09221595096
3.7149112, -4.6184944, 4.09219116198
4.555824, 4.5558656, 5.11451823457
4.555824, -4.5558656, 5.11443467481
5.3437384, 4.4800392, 6.13341493324
5.3437384, -4.4800392, 6.13340934037
6.0734232, 4.391712, 7.14655467351
6.0734232, -4.391712, 7.14656438434
6.740812, 4.2929224, 8.15289885326
6.740812, -4.2929224, 8.15289131106
7.3443864, 4.1831192, 9.14105993266
7.3443864, -4.1831192, 9.14100694381
7.8838968, 4.0641848, 10.110026181
7.8838968, -4.0641848, 10.1099859314
8.3607576, 3.9377832, 11.0542086082
8.3607576, -3.9377832, 11.0544048185
-7.7884872, 4.7858616, -10.3822044148
-7.7884872, -4.7858616, -10.3818832654
-7.247448, 4.92206, -9.35410886204
-7.247448, -4.92206, -9.35408960142
-6.645028, 5.0471512, -8.30737427877
-6.645028, -5.0471512, -8.30739730711
-5.9815704, 5.159076, -7.26478198761
-5.9815704, -5.159076, -7.26479875918
-5.2584896, 5.2586976, -6.21649141846
-5.2584896, -5.2586976, -6.21654328097
-4.4798416, 5.34378, -5.17322353907
-4.4798416, -5.34378, -5.17325828374
-3.6506912, 5.4137408, -4.133124737
-3.6506912, -5.4137408, -4.13311878043
-2.7782768, 5.467696, -3.09595895579
-2.7782768, -5.467696, -3.09594031848
-1.8718752, 5.5065192, -2.06211378842
-1.8718752, -5.5065192, -2.06205651621
-0.94194152, 5.5298256, -1.03038178941
-0.94194152, -5.5298256, -1.03033191146
2.4333192e-05, 5.5375944, 2.1775274675e-05
2.4333192e-05, -5.5375944, 2.65893033053e-05
0.9419904, 5.5298256, 1.03045859639
0.9419904, -5.5298256, 1.03041146192
1.8719168, 5.5065192, 2.06209600115
1.8719168, -5.5065192, 2.06216523342
2.7783184, 5.4677064, 3.09601764169
2.7783184, -5.4677064, 3.09603251887
3.6507328, 5.4137096, 4.13326193736
3.6507328, -5.4137096, 4.1332142695
4.4798832, 5.3437592, 5.17329368794
4.4798832, -5.3437592, 5.17329914688
5.2585312, 5.2586976, 6.21657996366
5.2585312, -5.2586976, 6.21656812745
5.9816016, 5.1591176, 7.26484113716
5.9816016, -5.1591176, 7.26483200153
6.6450592, 5.047172, 8.30743414595
6.6450592, -5.047172, 8.30739996257
7.2474688, 4.9220808, 9.35411293635
7.2474688, -4.9220808, 9.35412809877
7.7885184, 4.7858928, 10.3819265537
7.7885184, -4.7858928, 10.382267643
-6.5318968, 5.7516784, -8.49817761115
-6.5318968, -5.7516784, -8.49818033167
-5.87392, 5.8737952, -7.38997664078
-5.87392, -5.8737952, -7.39003348019
-5.1591904, 5.9817784, -6.30752479037
-5.1591904, -5.9817784, -6.30756853763
-4.3917744, 6.073444, -5.23505938832
-4.3917744, -6.073444, -5.23508873853
-3.57656, 6.1483864, -4.17403791618
-3.57656, -6.1483864, -4.17406379753
-2.7204736, 6.2059088, -3.12178031094
-2.7204736, -6.2059088, -3.12178473602
-1.832272, 6.2471344, -2.07696468724
-1.832272, -6.2471344, -2.07690030444
-0.92185288, 6.271824, -1.03734650327
-0.92185288, -6.271824, -1.03728615936
-7.5772528e-05, 6.28004, -3.52363050173e-05
-7.5772528e-05, -6.28004, -6.53987317194e-05
0.92170104, 6.271824, 1.03708665741
0.92170104, -6.271824, 1.03719322802
1.8321264, 6.2471344, 2.07674736484
1.8321264, -6.2471344, 2.0768086245
2.720328, 6.2059088, 3.12171664012
2.720328, -6.2059088, 3.1216440969
3.5764248, 6.1483656, 4.17387836312
3.5764248, -6.1483656, 4.17387783171
4.3916496, 6.0734336, 5.23489151972
4.3916496, -6.0734336, 5.2349165738
5.159076, 5.9817888, 6.3073789723
5.159076, -5.9817888, 6.30738495822
5.873816, 5.8738368, 7.38985462904
5.873816, -5.8738368, 7.38983833571
6.5318032, 5.7516888, 8.49798025507
6.5318032, -5.7516888, 8.49799053708
-5.7516888, 6.5318032, -7.53436904153
-5.7516888, -6.5318032, -7.53442280559
-5.0471512, 6.6452776, -6.39751040096
-5.0471512, -6.6452776, -6.39755320577
-4.2928912, 6.7408536, -5.29495017828
-4.2928912, -6.7408536, -5.29498179317
-3.49362, 6.818448, -4.21133379322
-3.49362, -6.818448, -4.21136767028
-2.655952, 6.877624, -3.14459534061
-2.655952, -6.877624, -3.14458326245
-1.7880928, 6.9198376, -2.0892719663
-1.7880928, -6.9198376, -2.08927562397
-0.8993712, 6.9450472, -1.04260803982
-0.8993712, -6.9450472, -1.04259586535
8.1809312e-06, 6.9534192, -9.58565804723e-05
8.1809312e-06, -6.9534192, 0.000110343634612
0.89939096, 6.9450472, 1.04259931876
0.89939096, -6.9450472, 1.04272239957
1.7881136, 6.9198376, 2.08938509696
1.7881136, -6.9198376, 2.08934387074
2.6559624, 6.877624, 3.14459967269
2.6559624, -6.877624, 3.14462120984
3.4936304, 6.8184168, 4.21134767244
3.4936304, -6.8184168, 4.21136239175
4.292912, 6.7408432, 5.2949928302
4.292912, -6.7408432, 5.29500714247
5.047172, 6.6452776, 6.39755964636
5.047172, -6.6452776, 6.39757670212
5.7516992, 6.5318344, 7.53443421681
5.7516992, -6.5318344, 7.53444329004
-4.9220496, 7.2476976, -6.48474748292
-4.9220496, -7.2476976, -6.48480358128
-4.1830776, 7.3444176, -5.34352898172
-4.1830776, -7.3444176, -5.34356167706
-3.4019128, 7.4222512, -4.24035550602
-3.4019128, -7.4222512, -4.24036628262
-2.5848472, 7.4811568, -3.15986547515
-2.5848472, -7.4811568, -3.15987609808
-1.7395456, 7.522944, -2.09747062862
-1.7395456, -7.522944, -2.09755945464
-0.87474816, 7.5478, -1.04573136806
-0.87474816, -7.5478, -1.04563104164
1.2453896e-05, 7.5560368, -0.000138900727546
1.2453896e-05, -7.5560368, 0.00014957286001
0.87477104, 7.5478, 1.04574427227
0.87477104, -7.5478, 1.04581072866
1.7395768, 7.5229544, 2.09761078257
1.7395768, -7.5229544, 2.09760532855
2.5848784, 7.4811568, 3.15986387491
2.5848784, -7.4811568, 3.1599324995
3.4019336, 7.4222304, 4.24035753414
3.4019336, -7.4222304, 4.24039756347
4.1831088, 7.3444072, 5.34358604046
4.1831088, -7.3444072, 5.34360364081
4.9220808, 7.247708, 6.48483611127
4.9220808, -7.247708, 6.48484241743
-4.7858512, 7.7887472, -6.55150824889
-4.7858512, -7.7887472, -6.55157248455
-4.0641432, 7.8839176, -5.3796313831
-4.0641432, -7.8839176, -5.37964178054
-3.3029776, 7.9596816, -4.25607494507
-3.3029776, -7.9596816, -4.2560862193
-2.5083864, 8.016476, -3.16620102085
-2.5083864, -8.016476, -3.16629288987
-1.687452, 8.0564952, -2.09929234402
-1.687452, -8.0564952, -2.09922190948
-0.848354, 8.0801864, -1.04634032086
-0.848354, -8.0801864, -1.04614703076
1.408472e-05, 8.088028, 6.83809954261e-05
1.408472e-05, -8.088028, 6.99755915416e-05
0.84838416, 8.0801864, 1.04624263499
0.84838416, -8.0801864, 1.04637727779
1.6874832, 8.0564952, 2.09922551678
1.6874832, -8.0564952, 2.09938460377
2.5084176, 8.016476, 3.16629563269
2.5084176, -8.016476, 3.16632223602
3.3030088, 7.9596608, 4.25607404725
3.3030088, -7.9596608, 4.25614243372
4.0641744, 7.8839072, 5.37965729511
4.0641744, -7.8839072, 5.37970657258
4.7858824, 7.7887472, 6.55159306571
4.7858824, -7.7887472, 6.55159449497
-3.9377312, 8.3607784, -5.39904927388
-3.9377312, -8.3607784, -5.39914245356
-3.1982392, 8.4322888, -4.25537565703
-3.1982392, -8.4322888, -4.2554517332
-2.4276824, 8.4852768, -3.16097689157
-2.4276824, -8.4852768, -3.16092246248
-1.6325816, 8.5223216, -2.09339084328
-1.6325816, -8.5223216, -2.09313379197
-0.82058912, 8.5441096, -1.04328959392
-0.82058912, -8.5441096, -1.04324144239
1.4917656e-05, 8.5513064, 0.000125479425384
1.4917656e-05, -8.5513064, 2.18819218656e-05
0.82061928, 8.5441096, 1.04328090468
0.82061928, -8.5441096, 1.04338178919
1.6326128, 8.5223216, 2.09315579979
1.6326128, -8.5223216, 2.09342614786
2.4277032, 8.4852768, 3.1609176446
2.4277032, -8.4852768, 3.16105515362
3.1982704, 8.432268, 4.25544483667
3.1982704, -8.432268, 4.2554960418
3.9377624, 8.360768, 5.39913693045
3.9377624, -8.360768, 5.39913058221
-3.0887688, 8.8430264, -4.23818882206
-3.0887688, -8.8430264, -4.2381902961
-2.343536, 8.8907, -3.14056450511
-2.343536, -8.8907, -3.1402651713
-1.5754752, 8.9236992, -2.07860592753
-1.5754752, -8.9236992, -2.07851570464
-0.79172704, 8.9429808, -1.03495826944
-0.79172704, -8.9429808, -1.03504171633
1.8220592e-05, 8.9493248, 3.72151675867e-05
1.8220592e-05, -8.9493248, 3.87330311868e-05
0.79176448, 8.9429808, 1.03508161884
0.79176448, -8.9429808, 1.03509356813
1.5755168, 8.9236992, 2.07856683877
1.5755168, -8.9236992, 2.07870951776
2.3435776, 8.8907, 3.14029480525
2.3435776, -8.8907, 3.14061451608
3.0888104, 8.843016, 4.23821375752
3.0888104, -8.843016, 4.23831458276
